Unnamed: 0,Job Id,Salary Range (K),Min Salary (K),Max Salary (K),Work Type,Job Posting Date,Predicted Industry,Job Title,Job Description,skills,Company,Broader Category,Average Salary (K),Year-Quarter,Job Minimum Experience,Job Maximum Experience,Job URL
74349.0,1427830794422070.0,53.0,65.0,118.0,Intern,2022-01-06,11.0,Occupational Therapist,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"['Geriatric assessment and evaluation', 'Geriatric', 'Aging', 'Fall prevention strategies', 'Care coordination with healthcare teams', 'Assistive technology for seniors', 'Patient advocacy', 'Empathy and compassion', 'Communication skills']",Walt Disney,Healthcare,91.5,2022Q1,0.0,10.0,
77447.0,2091807849510739.2,67.0,57.0,124.0,Contract,2023-01-20,11.0,Family Nurse Practitioner,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,"['Geriatric healthcare', 'Geriatric assessment', 'Geriatric treatment', 'Elderly patient care', 'Geriatric pharmacology']",Industrial and Commercial Bank of China (ICBC),Healthcare,90.5,2023Q1,0.0,8.0,
83676.0,1984083018253895.2,63.0,62.0,125.0,Contract,2022-02-07,11.0,Dental Hygienist,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,"['Dental hygiene knowledge', 'Teaching and instructional skills', 'Curriculum development', 'Student assessment', 'Clinical practice experience']",China National Chemical Corporation (ChemChina),Healthcare,93.5,2022Q1,2.0,10.0,
95555.0,2132760104810568.0,21.0,63.0,84.0,Temporary,2021-12-22,11.0,Dental Hygienist,A Dental Public Health Hygienist works to improve oral health at the community level. They develop and implement public health programs and educate individuals on oral hygiene.,"['Dental public health principles', 'Community outreach and education', 'Dental health program planning', 'Epidemiology knowledge', 'Public health regulations knowledge']",Auto Trader Group,Healthcare,73.5,2021Q4,3.0,9.0,
96767.0,2669792840883167.0,37.0,64.0,101.0,Full-Time,2022-06-16,11.0,Psychologist,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.","['Research methodology', 'Data analysis', 'Psychological studies', 'Writing research reports', 'Critical thinking']",KeyCorp,Healthcare,82.5,2022Q2,5.0,13.0,
96814.0,464380000000000.0,27.0,55.0,82.0,Full-Time,2022-05-14,11.0,Occupational Therapist,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"['Geriatric assessment and evaluation', 'Geriatric', 'Aging', 'Fall prevention strategies', 'Care coordination with healthcare teams', 'Assistive technology for seniors', 'Patient advocacy', 'Empathy and compassion', 'Communication skills']",Corteva,Healthcare,68.5,2022Q2,1.0,9.0,
101178.0,748219000000000.0,65.0,55.0,120.0,Part-Time,2023-07-07,11.0,Psychologist,"Clinical Psychologists diagnose and treat mental health disorders. They conduct therapy sessions, assessments, and research to improve patients well-being.","['Clinical psychology', 'Counseling skills', 'Assessment tools', 'Diagnostic skills', 'Empathy and listening skills']",Bajaj Finance,Healthcare,87.5,2023Q3,2.0,13.0,
101399.0,1016866476647769.0,31.0,63.0,94.0,Full-Time,2021-09-16,11.0,Registered Nurse,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes.","['Clinical nursing specialization', 'Advanced nursing skills', 'Patient education']",GlaxoSmithKline,Healthcare,78.5,2021Q3,5.0,15.0,
105553.0,2286299633007883.0,19.0,65.0,84.0,Contract,2022-07-22,11.0,Dental Hygienist,A Dental Public Health Hygienist works to improve oral health at the community level. They develop and implement public health programs and educate individuals on oral hygiene.,"['Dental public health principles', 'Community outreach and education', 'Dental health program planning', 'Epidemiology knowledge', 'Public health regulations knowledge']",Chewy,Healthcare,74.5,2022Q3,1.0,8.0,
107554.0,1861755949014076.8,43.0,63.0,106.0,Intern,2023-10-06,11.0,Occupational Therapist,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"['Geriatric assessment and evaluation', 'Geriatric', 'Aging', 'Fall prevention strategies', 'Care coordination with healthcare teams', 'Assistive technology for seniors', 'Patient advocacy', 'Empathy and compassion', 'Communication skills']",Evonik Industries AG,Healthcare,84.5,2023Q4,1.0,12.0,
108957.0,2612175521792526.0,18.0,63.0,81.0,Temporary,2021-03-10,11.0,Registered Nurse,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","['Nursing care', 'Patient assessment', 'Medical knowledge']",PayPal Holdings,Healthcare,72.0,2021Q1,1.0,14.0,
109009.0,2342030697051057.0,67.0,63.0,130.0,Temporary,2022-08-17,11.0,Veterinarian,"A Small Animal Veterinarian provides medical care to small pets, such as dogs and cats. They diagnose illnesses, perform surgeries, and advise pet owners on healthcare practices.","['Veterinary medicine', 'Small animal care and surgery', 'Animal diagnostics', 'Preventive medicine', 'Client communication', 'Surgical skills', 'Radiology', 'Anesthesia', 'Laboratory diagnostics', 'Compassion and empathy', 'Problem', 'Attention to detail']",JD Wetherspoon,Healthcare,96.5,2022Q3,4.0,14.0,
116117.0,317728000000000.0,41.0,55.0,96.0,Intern,2022-01-04,11.0,Registered Nurse,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","['Nursing care', 'Patient assessment', 'Medical knowledge']",DaVita,Healthcare,75.5,2022Q1,2.0,10.0,
117539.0,925392000000000.0,53.0,61.0,114.0,Contract,2022-04-12,11.0,Pediatrician,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.","['Pediatrics', 'Pediatric care', 'Diagnosis and treatment', 'Pediatric medical procedures', 'Patient care', 'Communication skills']",CSX,Healthcare,87.5,2022Q2,1.0,12.0,
117789.0,1918339994366578.0,48.0,60.0,108.0,Temporary,2022-04-08,11.0,Family Nurse Practitioner,"Primary Care Providers offer general medical care to patients. They diagnose and treat common health issues, perform check-ups, and refer patients to specialists as needed.","['Medical diagnosis', 'Patient care', 'Medical record', 'Communication skills', 'Empathy and compassion']",Bodycote,Healthcare,84.0,2022Q2,2.0,12.0,
118652.0,1437883958950856.0,18.0,62.0,80.0,Intern,2023-04-05,11.0,Speech Therapist,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,"['Adult speech therapy', 'Speech', 'Rehabilitation techniques', 'Swallowing disorders', 'Communication skills']",Prudential plc,Healthcare,71.0,2023Q2,4.0,10.0,
120085.0,1834379407766096.0,19.0,65.0,84.0,Temporary,2022-10-03,11.0,Veterinarian,"An Equine Veterinarian specializes in the health and well-being of horses. They diagnose and treat equine illnesses, perform surgeries, and provide preventive care for horses.","['Equine veterinary medicine', 'Horse anatomy and physiology', 'Lameness evaluation', 'Equine surgery', 'Dentistry for horses', 'Emergency equine care', 'Equine reproductive health', 'Compassion and empathy', 'Client communication', 'Problem', 'Attention to detail']",Downer Group,Healthcare,74.5,2022Q4,2.0,13.0,
122803.0,698733000000000.0,52.0,65.0,117.0,Contract,2023-04-09,11.0,Family Nurse Practitioner,"Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care.","['Pediatric healthcare', 'Pediatric assessment', 'Pediatric treatment', 'Patient education', 'Pediatric pharmacology']",Fresenius Medical Care AG & Co. KGaA,Healthcare,91.0,2023Q2,4.0,15.0,
125428.0,1957654260479208.8,64.0,64.0,128.0,Temporary,2023-07-24,11.0,Family Nurse Practitioner,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,"['Geriatric healthcare', 'Geriatric assessment', 'Geriatric treatment', 'Elderly patient care', 'Geriatric pharmacology']",Capital One Financial,Healthcare,96.0,2023Q3,1.0,15.0,
125460.0,1322228208082765.0,37.0,58.0,95.0,Contract,2021-10-26,11.0,Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.","['Acute care nursing', 'Emergency medicine', 'Critical care', 'Diagnostic tests', 'Treatment planning']",Barclays,Healthcare,76.5,2021Q4,4.0,12.0,
132230.0,1284666695901706.0,22.0,63.0,85.0,Full-Time,2022-05-15,11.0,Family Nurse Practitioner,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,"['Geriatric healthcare', 'Geriatric assessment', 'Geriatric treatment', 'Elderly patient care', 'Geriatric pharmacology']",Tata Motors,Healthcare,74.0,2022Q2,3.0,8.0,
138175.0,521834000000000.0,57.0,57.0,114.0,Temporary,2022-12-28,11.0,Family Nurse Practitioner,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,"['Geriatric healthcare', 'Geriatric assessment', 'Geriatric treatment', 'Elderly patient care', 'Geriatric pharmacology']",Consolidated Edison,Healthcare,85.5,2022Q4,2.0,9.0,
140289.0,355582000000000.0,61.0,56.0,117.0,Temporary,2022-12-09,11.0,Pediatrician,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.","['Pediatrics', 'Pediatric care', 'Diagnosis and treatment', 'Pediatric medical procedures', 'Patient care', 'Communication skills']",Dick's Sporting Goods,Healthcare,86.5,2022Q4,1.0,14.0,
141301.0,721502000000000.0,26.0,56.0,82.0,Full-Time,2023-01-14,11.0,Psychologist,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes.","['School psychology', 'Special education knowledge', 'Assessment and testing', 'Individualized education plans', 'Collaboration skills']",Paccar,Healthcare,69.0,2023Q1,1.0,9.0,
141358.0,3062805295413226.0,54.0,61.0,115.0,Part-Time,2023-02-24,11.0,Physician Assistant,"Provide medical care under the supervision of physicians, conduct examinations, diagnose and treat patients.","['Medical knowledge and clinical skills', 'Patient care and assessment', 'Communication and empathy']",General Motors,Healthcare,88.0,2023Q1,5.0,10.0,
144789.0,1515335276670353.0,44.0,58.0,102.0,Intern,2022-08-04,11.0,Nurse Manager,"Nurse Educators are responsible for teaching and mentoring nursing students and healthcare professionals. They develop and deliver educational programs, assess learning outcomes, and ensure the competence of nursing staff.","['Nursing education', 'Curriculum development', 'Clinical instruction', 'Assessment and evaluation', 'Educational technology', 'Communication skills']",O'Reilly Automotive,Healthcare,80.0,2022Q3,0.0,11.0,
149494.0,2709700989657722.0,34.0,64.0,98.0,Full-Time,2023-03-08,11.0,Registered Nurse,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes.","['Clinical nursing specialization', 'Advanced nursing skills', 'Patient education']",PetroChina,Healthcare,81.0,2023Q1,4.0,12.0,
150560.0,2849740585289004.0,53.0,57.0,110.0,Part-Time,2022-06-24,11.0,Nurse Practitioner,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.","['Family medicine', 'Health assessment', 'Pediatric care', 'Chronic disease management', 'Patient education']",International Flavors & Fragrances,Healthcare,83.5,2022Q2,4.0,9.0,
152215.0,539228000000000.0,54.0,63.0,117.0,Contract,2022-09-01,11.0,Pediatrician,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions.","['Pediatric specialization', 'Advanced pediatric care', 'Pediatric subspecialty', 'Pediatric diagnostics', 'Pediatric treatment']",PPG Industries,Healthcare,90.0,2022Q3,2.0,15.0,
153934.0,1072393470355185.0,42.0,58.0,100.0,Intern,2023-01-09,11.0,Speech Therapist,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,"['Pediatric speech therapy', 'Speech', 'Individualized treatment plans', 'Child development', 'Communication skills']",Motorola Solutions,Healthcare,79.0,2023Q1,2.0,12.0,
155801.0,613754000000000.0,51.0,55.0,106.0,Temporary,2022-11-24,11.0,Social Worker,"Offer counseling and therapy services to individuals, couples, or groups, helping them address mental health concerns.","['Counseling techniques', 'Psychotherapy', 'Mental health assessment', 'Treatment planning', 'Crisis intervention', 'Ethical standards', 'Empathy and active listening', 'Cultural competence', 'Documentation', 'Communication skills', 'Self', 'Licensing and certification']",LPL Financial Holdings,Healthcare,80.5,2022Q4,4.0,13.0,
158743.0,2094943492924146.0,44.0,58.0,102.0,Part-Time,2021-10-27,11.0,Veterinarian,"A Small Animal Veterinarian provides medical care to small pets, such as dogs and cats. They diagnose illnesses, perform surgeries, and advise pet owners on healthcare practices.","['Veterinary medicine', 'Small animal care and surgery', 'Animal diagnostics', 'Preventive medicine', 'Client communication', 'Surgical skills', 'Radiology', 'Anesthesia', 'Laboratory diagnostics', 'Compassion and empathy', 'Problem', 'Attention to detail']",Godrej Consumer Products Limited,Healthcare,80.0,2021Q4,4.0,8.0,
164825.0,144497000000000.0,60.0,63.0,123.0,Full-Time,2022-01-12,11.0,Nurse Practitioner,"Primary Care Nurse Practitioners provide essential healthcare services, diagnosing and treating common medical conditions, and offering preventive care to patients.","['Nursing care', 'Patient assessment', 'Health promotion', 'Medication administration', 'Electronic health records', 'EHR']",Bed Bath & Beyond,Healthcare,93.0,2022Q1,5.0,12.0,
167282.0,804498000000000.0,46.0,55.0,101.0,Full-Time,2023-07-15,11.0,Speech Therapist,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,"['Pediatric speech therapy', 'Speech', 'Individualized treatment plans', 'Child development', 'Communication skills']",NMDC Limited,Healthcare,78.0,2023Q3,4.0,11.0,
168252.0,1829558434852916.8,64.0,65.0,129.0,Temporary,2022-03-12,11.0,Physical Therapist,"Provide physical therapy services to patients with orthopedic conditions, rehabilitate injuries, and improve mobility.","['Orthopedic assessment and treatment', 'Rehabilitation exercises', 'Patient education']",American Airlines Group,Healthcare,97.0,2022Q1,1.0,15.0,
169147.0,1806591186587171.2,32.0,56.0,88.0,Contract,2022-02-08,11.0,Family Nurse Practitioner,"Primary Care Providers offer general medical care to patients. They diagnose and treat common health issues, perform check-ups, and refer patients to specialists as needed.","['Medical diagnosis', 'Patient care', 'Medical record', 'Communication skills', 'Empathy and compassion']",DXC Technology,Healthcare,72.0,2022Q1,1.0,8.0,
174833.0,2784944508601154.0,35.0,57.0,92.0,Contract,2022-03-21,11.0,Family Nurse Practitioner,"Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care.","['Pediatric healthcare', 'Pediatric assessment', 'Pediatric treatment', 'Patient education', 'Pediatric pharmacology']",American Airlines Group,Healthcare,74.5,2022Q1,3.0,11.0,
176588.0,1896105147326516.0,27.0,61.0,88.0,Intern,2022-11-10,11.0,Occupational Therapist,A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions.,"['Mental health assessment and evaluation', 'Psychotherapy techniques', 'Cognitive', 'CBT', 'Trauma', 'Crisis intervention', 'Substance abuse treatment', 'Group therapy', 'Cultural competence', 'Ethical standards and boundaries', 'Active listening skills']",Nucor,Healthcare,74.5,2022Q4,3.0,12.0,
176835.0,2451415062508674.0,55.0,63.0,118.0,Full-Time,2022-12-25,11.0,Speech Therapist,"Speech Pathologists diagnose and treat speech, language, and swallowing disorders in patients of all ages. They develop personalized treatment plans to improve communication.","['Speech pathology', 'Articulation therapy', 'Language disorders', 'Speech assessment', 'Therapy planning', 'Communication skills']",Motorola Solutions,Healthcare,90.5,2022Q4,3.0,8.0,
178632.0,1475979532550497.0,56.0,60.0,116.0,Full-Time,2023-03-06,11.0,Pediatrician,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes.","['Pediatric surgery', 'Surgical procedures for children', 'Operating room protocols', 'Patient care', 'Surgical techniques', 'Pediatric anesthesia']",Centene,Healthcare,88.0,2023Q1,1.0,9.0,
182904.0,1299324968305669.0,53.0,57.0,110.0,Part-Time,2023-04-18,11.0,Psychologist,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes.","['School psychology', 'Special education knowledge', 'Assessment and testing', 'Individualized education plans', 'Collaboration skills']",BorgWarner,Healthcare,83.5,2023Q2,1.0,13.0,
184362.0,1273991567542499.0,43.0,61.0,104.0,Full-Time,2023-01-16,11.0,Nurse Practitioner,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.","['Family medicine', 'Health assessment', 'Pediatric care', 'Chronic disease management', 'Patient education']",Balfour Beatty,Healthcare,82.5,2023Q1,2.0,11.0,
185333.0,1382993300444177.0,56.0,65.0,121.0,Part-Time,2023-02-08,11.0,Pediatrician,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.","['Pediatrics', 'Pediatric care', 'Diagnosis and treatment', 'Pediatric medical procedures', 'Patient care', 'Communication skills']",Massachusetts Mutual Life Insurance,Healthcare,93.0,2023Q1,1.0,13.0,
187738.0,578828000000000.0,59.0,58.0,117.0,Full-Time,2023-11-03,11.0,Speech Therapist,"Speech Pathologists diagnose and treat speech, language, and swallowing disorders in patients of all ages. They develop personalized treatment plans to improve communication.","['Speech pathology', 'Articulation therapy', 'Language disorders', 'Speech assessment', 'Therapy planning', 'Communication skills']",Genworth Financial,Healthcare,87.5,2023Q4,3.0,10.0,
